data_status,product_instance,stage_id,stage_name,synthetic_activity_value,activity_unit,emission_factor_gCO2e_per_unit,factor_status,co2e_kg
SYNTHETIC,87,1,"Aluminium casing [SYNTHETIC]",1.423,"kg aluminium",14800,CITED,21.06
SYNTHETIC,87,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.362,"kg populated board",185714,DERIVED_FROM_CITED,67.228
SYNTHETIC,87,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0611,"kWh cell capacity",74000,CITED,4.521
SYNTHETIC,87,4,"Screen (LCD module) [SYNTHETIC]",0.0644,"m2 panel area",222000,CITED,14.297
SYNTHETIC,87,5,"Assembly electricity [SYNTHETIC]",14,"kWh factory electricity",445,CITED,6.23
SYNTHETIC,87,6,"Packaging (cardboard) [SYNTHETIC]",1.23,"kg packaging material",1199.73,CITED,1.476
SYNTHETIC,87,7,"International shipping (sea, container) [SYNTHETIC]",82.1,"tonne-km",16.12,CITED,1.323
SYNTHETIC,87,8,"Use-phase electricity [SYNTHETIC]",204,"kWh lifetime electricity",445,CITED,90.78
SYNTHETIC,87,9,"Repair (replacement battery) [SYNTHETIC]",0.0602,"kWh replacement-battery capacity",74000,CITED,4.455
SYNTHETIC,87,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.83,"kg mass processed",-1170.4,CITED,-2.142
SYNTHETIC,88,1,"Aluminium casing [SYNTHETIC]",1.354,"kg aluminium",14800,CITED,20.039
SYNTHETIC,88,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.427,"kg populated board",185714,DERIVED_FROM_CITED,79.3
SYNTHETIC,88,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0533,"kWh cell capacity",74000,CITED,3.944
SYNTHETIC,88,4,"Screen (LCD module) [SYNTHETIC]",0.061,"m2 panel area",222000,CITED,13.542
SYNTHETIC,88,5,"Assembly electricity [SYNTHETIC]",18.9,"kWh factory electricity",445,CITED,8.411
SYNTHETIC,88,6,"Packaging (cardboard) [SYNTHETIC]",1.07,"kg packaging material",1199.73,CITED,1.284
SYNTHETIC,88,7,"International shipping (sea, container) [SYNTHETIC]",73.4,"tonne-km",16.12,CITED,1.183
SYNTHETIC,88,8,"Use-phase electricity [SYNTHETIC]",117,"kWh lifetime electricity",445,CITED,52.065
SYNTHETIC,88,9,"Repair (replacement battery) [SYNTHETIC]",0.058,"kWh replacement-battery capacity",74000,CITED,4.292
SYNTHETIC,88,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.13,"kg mass processed",-1170.4,CITED,-2.493
SYNTHETIC,89,1,"Aluminium casing [SYNTHETIC]",1.145,"kg aluminium",14800,CITED,16.946
SYNTHETIC,89,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.372,"kg populated board",185714,DERIVED_FROM_CITED,69.086
SYNTHETIC,89,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0631,"kWh cell capacity",74000,CITED,4.669
SYNTHETIC,89,4,"Screen (LCD module) [SYNTHETIC]",0.0551,"m2 panel area",222000,CITED,12.232
SYNTHETIC,89,5,"Assembly electricity [SYNTHETIC]",36.5,"kWh factory electricity",445,CITED,16.242
SYNTHETIC,89,6,"Packaging (cardboard) [SYNTHETIC]",0.59,"kg packaging material",1199.73,CITED,0.708
SYNTHETIC,89,7,"International shipping (sea, container) [SYNTHETIC]",50.6,"tonne-km",16.12,CITED,0.816
SYNTHETIC,89,8,"Use-phase electricity [SYNTHETIC]",201,"kWh lifetime electricity",445,CITED,89.445
SYNTHETIC,89,9,"Repair (replacement battery) [SYNTHETIC]",0.0502,"kWh replacement-battery capacity",74000,CITED,3.715
SYNTHETIC,89,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.04,"kg mass processed",-1170.4,CITED,-2.388
SYNTHETIC,90,1,"Aluminium casing [SYNTHETIC]",1.076,"kg aluminium",14800,CITED,15.925
SYNTHETIC,90,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.405,"kg populated board",185714,DERIVED_FROM_CITED,75.214
SYNTHETIC,90,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0641,"kWh cell capacity",74000,CITED,4.743
SYNTHETIC,90,4,"Screen (LCD module) [SYNTHETIC]",0.0588,"m2 panel area",222000,CITED,13.054
SYNTHETIC,90,5,"Assembly electricity [SYNTHETIC]",24.6,"kWh factory electricity",445,CITED,10.947
SYNTHETIC,90,6,"Packaging (cardboard) [SYNTHETIC]",0.89,"kg packaging material",1199.73,CITED,1.068
SYNTHETIC,90,7,"International shipping (sea, container) [SYNTHETIC]",66.3,"tonne-km",16.12,CITED,1.069
SYNTHETIC,90,8,"Use-phase electricity [SYNTHETIC]",229,"kWh lifetime electricity",445,CITED,101.905
SYNTHETIC,90,9,"Repair (replacement battery) [SYNTHETIC]",0.0465,"kWh replacement-battery capacity",74000,CITED,3.441
SYNTHETIC,90,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.69,"kg mass processed",-1170.4,CITED,-1.978
SYNTHETIC,91,1,"Aluminium casing [SYNTHETIC]",1.104,"kg aluminium",14800,CITED,16.339
SYNTHETIC,91,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.305,"kg populated board",185714,DERIVED_FROM_CITED,56.643
SYNTHETIC,91,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0652,"kWh cell capacity",74000,CITED,4.825
SYNTHETIC,91,4,"Screen (LCD module) [SYNTHETIC]",0.0524,"m2 panel area",222000,CITED,11.633
SYNTHETIC,91,5,"Assembly electricity [SYNTHETIC]",29.7,"kWh factory electricity",445,CITED,13.216
SYNTHETIC,91,6,"Packaging (cardboard) [SYNTHETIC]",0.87,"kg packaging material",1199.73,CITED,1.044
SYNTHETIC,91,7,"International shipping (sea, container) [SYNTHETIC]",53.2,"tonne-km",16.12,CITED,0.858
SYNTHETIC,91,8,"Use-phase electricity [SYNTHETIC]",130,"kWh lifetime electricity",445,CITED,57.85
SYNTHETIC,91,9,"Repair (replacement battery) [SYNTHETIC]",0.0636,"kWh replacement-battery capacity",74000,CITED,4.706
SYNTHETIC,91,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.08,"kg mass processed",-1170.4,CITED,-2.434
SYNTHETIC,92,1,"Aluminium casing [SYNTHETIC]",1.369,"kg aluminium",14800,CITED,20.261
SYNTHETIC,92,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.317,"kg populated board",185714,DERIVED_FROM_CITED,58.871
SYNTHETIC,92,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0637,"kWh cell capacity",74000,CITED,4.714
SYNTHETIC,92,4,"Screen (LCD module) [SYNTHETIC]",0.0496,"m2 panel area",222000,CITED,11.011
SYNTHETIC,92,5,"Assembly electricity [SYNTHETIC]",21.2,"kWh factory electricity",445,CITED,9.434
SYNTHETIC,92,6,"Packaging (cardboard) [SYNTHETIC]",0.82,"kg packaging material",1199.73,CITED,0.984
SYNTHETIC,92,7,"International shipping (sea, container) [SYNTHETIC]",70.3,"tonne-km",16.12,CITED,1.133
SYNTHETIC,92,8,"Use-phase electricity [SYNTHETIC]",159,"kWh lifetime electricity",445,CITED,70.755
SYNTHETIC,92,9,"Repair (replacement battery) [SYNTHETIC]",0.0618,"kWh replacement-battery capacity",74000,CITED,4.573
SYNTHETIC,92,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.01,"kg mass processed",-1170.4,CITED,-2.353
SYNTHETIC,93,1,"Aluminium casing [SYNTHETIC]",1.212,"kg aluminium",14800,CITED,17.938
SYNTHETIC,93,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.359,"kg populated board",185714,DERIVED_FROM_CITED,66.671
SYNTHETIC,93,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0578,"kWh cell capacity",74000,CITED,4.277
SYNTHETIC,93,4,"Screen (LCD module) [SYNTHETIC]",0.0504,"m2 panel area",222000,CITED,11.189
SYNTHETIC,93,5,"Assembly electricity [SYNTHETIC]",23,"kWh factory electricity",445,CITED,10.235
SYNTHETIC,93,6,"Packaging (cardboard) [SYNTHETIC]",0.81,"kg packaging material",1199.73,CITED,0.972
SYNTHETIC,93,7,"International shipping (sea, container) [SYNTHETIC]",51.8,"tonne-km",16.12,CITED,0.835
SYNTHETIC,93,8,"Use-phase electricity [SYNTHETIC]",174,"kWh lifetime electricity",445,CITED,77.43
SYNTHETIC,93,9,"Repair (replacement battery) [SYNTHETIC]",0.067,"kWh replacement-battery capacity",74000,CITED,4.958
SYNTHETIC,93,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.11,"kg mass processed",-1170.4,CITED,-2.47
SYNTHETIC,94,1,"Aluminium casing [SYNTHETIC]",0.927,"kg aluminium",14800,CITED,13.72
SYNTHETIC,94,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.405,"kg populated board",185714,DERIVED_FROM_CITED,75.214
SYNTHETIC,94,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0684,"kWh cell capacity",74000,CITED,5.062
SYNTHETIC,94,4,"Screen (LCD module) [SYNTHETIC]",0.0562,"m2 panel area",222000,CITED,12.476
SYNTHETIC,94,5,"Assembly electricity [SYNTHETIC]",20.7,"kWh factory electricity",445,CITED,9.211
SYNTHETIC,94,6,"Packaging (cardboard) [SYNTHETIC]",0.93,"kg packaging material",1199.73,CITED,1.116
SYNTHETIC,94,7,"International shipping (sea, container) [SYNTHETIC]",57.6,"tonne-km",16.12,CITED,0.929
SYNTHETIC,94,8,"Use-phase electricity [SYNTHETIC]",196,"kWh lifetime electricity",445,CITED,87.22
SYNTHETIC,94,9,"Repair (replacement battery) [SYNTHETIC]",0.0645,"kWh replacement-battery capacity",74000,CITED,4.773
SYNTHETIC,94,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.17,"kg mass processed",-1170.4,CITED,-2.54
SYNTHETIC,95,1,"Aluminium casing [SYNTHETIC]",1.302,"kg aluminium",14800,CITED,19.27
SYNTHETIC,95,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.312,"kg populated board",185714,DERIVED_FROM_CITED,57.943
SYNTHETIC,95,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0538,"kWh cell capacity",74000,CITED,3.981
SYNTHETIC,95,4,"Screen (LCD module) [SYNTHETIC]",0.0579,"m2 panel area",222000,CITED,12.854
SYNTHETIC,95,5,"Assembly electricity [SYNTHETIC]",31.7,"kWh factory electricity",445,CITED,14.107
SYNTHETIC,95,6,"Packaging (cardboard) [SYNTHETIC]",0.55,"kg packaging material",1199.73,CITED,0.66
SYNTHETIC,95,7,"International shipping (sea, container) [SYNTHETIC]",71.3,"tonne-km",16.12,CITED,1.149
SYNTHETIC,95,8,"Use-phase electricity [SYNTHETIC]",122,"kWh lifetime electricity",445,CITED,54.29
SYNTHETIC,95,9,"Repair (replacement battery) [SYNTHETIC]",0.0639,"kWh replacement-battery capacity",74000,CITED,4.729
SYNTHETIC,95,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.95,"kg mass processed",-1170.4,CITED,-2.282
SYNTHETIC,96,1,"Aluminium casing [SYNTHETIC]",0.983,"kg aluminium",14800,CITED,14.548
SYNTHETIC,96,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.457,"kg populated board",185714,DERIVED_FROM_CITED,84.871
SYNTHETIC,96,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0591,"kWh cell capacity",74000,CITED,4.373
SYNTHETIC,96,4,"Screen (LCD module) [SYNTHETIC]",0.0597,"m2 panel area",222000,CITED,13.253
SYNTHETIC,96,5,"Assembly electricity [SYNTHETIC]",34.2,"kWh factory electricity",445,CITED,15.219
SYNTHETIC,96,6,"Packaging (cardboard) [SYNTHETIC]",0.62,"kg packaging material",1199.73,CITED,0.744
SYNTHETIC,96,7,"International shipping (sea, container) [SYNTHETIC]",78,"tonne-km",16.12,CITED,1.257
SYNTHETIC,96,8,"Use-phase electricity [SYNTHETIC]",229,"kWh lifetime electricity",445,CITED,101.905
SYNTHETIC,96,9,"Repair (replacement battery) [SYNTHETIC]",0.0623,"kWh replacement-battery capacity",74000,CITED,4.61
SYNTHETIC,96,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.82,"kg mass processed",-1170.4,CITED,-2.13
SYNTHETIC,97,1,"Aluminium casing [SYNTHETIC]",1.17,"kg aluminium",14800,CITED,17.316
SYNTHETIC,97,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.371,"kg populated board",185714,DERIVED_FROM_CITED,68.9
SYNTHETIC,97,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0567,"kWh cell capacity",74000,CITED,4.196
SYNTHETIC,97,4,"Screen (LCD module) [SYNTHETIC]",0.0519,"m2 panel area",222000,CITED,11.522
SYNTHETIC,97,5,"Assembly electricity [SYNTHETIC]",33.2,"kWh factory electricity",445,CITED,14.774
SYNTHETIC,97,6,"Packaging (cardboard) [SYNTHETIC]",0.69,"kg packaging material",1199.73,CITED,0.828
SYNTHETIC,97,7,"International shipping (sea, container) [SYNTHETIC]",63.1,"tonne-km",16.12,CITED,1.017
SYNTHETIC,97,8,"Use-phase electricity [SYNTHETIC]",182,"kWh lifetime electricity",445,CITED,80.99
SYNTHETIC,97,9,"Repair (replacement battery) [SYNTHETIC]",0.0635,"kWh replacement-battery capacity",74000,CITED,4.699
SYNTHETIC,97,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.78,"kg mass processed",-1170.4,CITED,-2.083
SYNTHETIC,98,1,"Aluminium casing [SYNTHETIC]",0.896,"kg aluminium",14800,CITED,13.261
SYNTHETIC,98,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.292,"kg populated board",185714,DERIVED_FROM_CITED,54.228
SYNTHETIC,98,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0502,"kWh cell capacity",74000,CITED,3.715
SYNTHETIC,98,4,"Screen (LCD module) [SYNTHETIC]",0.0533,"m2 panel area",222000,CITED,11.833
SYNTHETIC,98,5,"Assembly electricity [SYNTHETIC]",17.7,"kWh factory electricity",445,CITED,7.877
SYNTHETIC,98,6,"Packaging (cardboard) [SYNTHETIC]",0.84,"kg packaging material",1199.73,CITED,1.008
SYNTHETIC,98,7,"International shipping (sea, container) [SYNTHETIC]",76.4,"tonne-km",16.12,CITED,1.232
SYNTHETIC,98,8,"Use-phase electricity [SYNTHETIC]",182,"kWh lifetime electricity",445,CITED,80.99
SYNTHETIC,98,9,"Repair (replacement battery) [SYNTHETIC]",0.0569,"kWh replacement-battery capacity",74000,CITED,4.211
SYNTHETIC,98,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.78,"kg mass processed",-1170.4,CITED,-2.083
SYNTHETIC,99,1,"Aluminium casing [SYNTHETIC]",1.164,"kg aluminium",14800,CITED,17.227
SYNTHETIC,99,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.276,"kg populated board",185714,DERIVED_FROM_CITED,51.257
SYNTHETIC,99,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0627,"kWh cell capacity",74000,CITED,4.64
SYNTHETIC,99,4,"Screen (LCD module) [SYNTHETIC]",0.0613,"m2 panel area",222000,CITED,13.609
SYNTHETIC,99,5,"Assembly electricity [SYNTHETIC]",15.8,"kWh factory electricity",445,CITED,7.031
SYNTHETIC,99,6,"Packaging (cardboard) [SYNTHETIC]",0.65,"kg packaging material",1199.73,CITED,0.78
SYNTHETIC,99,7,"International shipping (sea, container) [SYNTHETIC]",48.6,"tonne-km",16.12,CITED,0.783
SYNTHETIC,99,8,"Use-phase electricity [SYNTHETIC]",215,"kWh lifetime electricity",445,CITED,95.675
SYNTHETIC,99,9,"Repair (replacement battery) [SYNTHETIC]",0.049,"kWh replacement-battery capacity",74000,CITED,3.626
SYNTHETIC,99,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.97,"kg mass processed",-1170.4,CITED,-2.306
SYNTHETIC,100,1,"Aluminium casing [SYNTHETIC]",1.32,"kg aluminium",14800,CITED,19.536
SYNTHETIC,100,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.356,"kg populated board",185714,DERIVED_FROM_CITED,66.114
SYNTHETIC,100,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0759,"kWh cell capacity",74000,CITED,5.617
SYNTHETIC,100,4,"Screen (LCD module) [SYNTHETIC]",0.0569,"m2 panel area",222000,CITED,12.632
SYNTHETIC,100,5,"Assembly electricity [SYNTHETIC]",19.6,"kWh factory electricity",445,CITED,8.722
SYNTHETIC,100,6,"Packaging (cardboard) [SYNTHETIC]",0.92,"kg packaging material",1199.73,CITED,1.104
SYNTHETIC,100,7,"International shipping (sea, container) [SYNTHETIC]",60.2,"tonne-km",16.12,CITED,0.97
SYNTHETIC,100,8,"Use-phase electricity [SYNTHETIC]",165,"kWh lifetime electricity",445,CITED,73.425
SYNTHETIC,100,9,"Repair (replacement battery) [SYNTHETIC]",0.0514,"kWh replacement-battery capacity",74000,CITED,3.804
SYNTHETIC,100,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.81,"kg mass processed",-1170.4,CITED,-2.118
SYNTHETIC,101,1,"Aluminium casing [SYNTHETIC]",0.897,"kg aluminium",14800,CITED,13.276
SYNTHETIC,101,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.33,"kg populated board",185714,DERIVED_FROM_CITED,61.286
SYNTHETIC,101,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0599,"kWh cell capacity",74000,CITED,4.433
SYNTHETIC,101,4,"Screen (LCD module) [SYNTHETIC]",0.0641,"m2 panel area",222000,CITED,14.23
SYNTHETIC,101,5,"Assembly electricity [SYNTHETIC]",25.1,"kWh factory electricity",445,CITED,11.169
SYNTHETIC,101,6,"Packaging (cardboard) [SYNTHETIC]",0.76,"kg packaging material",1199.73,CITED,0.912
SYNTHETIC,101,7,"International shipping (sea, container) [SYNTHETIC]",79.2,"tonne-km",16.12,CITED,1.277
SYNTHETIC,101,8,"Use-phase electricity [SYNTHETIC]",171,"kWh lifetime electricity",445,CITED,76.095
SYNTHETIC,101,9,"Repair (replacement battery) [SYNTHETIC]",0.0668,"kWh replacement-battery capacity",74000,CITED,4.943
SYNTHETIC,101,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.16,"kg mass processed",-1170.4,CITED,-2.528
SYNTHETIC,102,1,"Aluminium casing [SYNTHETIC]",1.28,"kg aluminium",14800,CITED,18.944
SYNTHETIC,102,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.36,"kg populated board",185714,DERIVED_FROM_CITED,66.857
SYNTHETIC,102,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0613,"kWh cell capacity",74000,CITED,4.536
SYNTHETIC,102,4,"Screen (LCD module) [SYNTHETIC]",0.0658,"m2 panel area",222000,CITED,14.608
SYNTHETIC,102,5,"Assembly electricity [SYNTHETIC]",19.3,"kWh factory electricity",445,CITED,8.588
SYNTHETIC,102,6,"Packaging (cardboard) [SYNTHETIC]",0.75,"kg packaging material",1199.73,CITED,0.9
SYNTHETIC,102,7,"International shipping (sea, container) [SYNTHETIC]",54.1,"tonne-km",16.12,CITED,0.872
SYNTHETIC,102,8,"Use-phase electricity [SYNTHETIC]",171,"kWh lifetime electricity",445,CITED,76.095
SYNTHETIC,102,9,"Repair (replacement battery) [SYNTHETIC]",0.0701,"kWh replacement-battery capacity",74000,CITED,5.187
SYNTHETIC,102,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.24,"kg mass processed",-1170.4,CITED,-2.622
SYNTHETIC,103,1,"Aluminium casing [SYNTHETIC]",1.307,"kg aluminium",14800,CITED,19.344
SYNTHETIC,103,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.361,"kg populated board",185714,DERIVED_FROM_CITED,67.043
SYNTHETIC,103,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0691,"kWh cell capacity",74000,CITED,5.113
SYNTHETIC,103,4,"Screen (LCD module) [SYNTHETIC]",0.0517,"m2 panel area",222000,CITED,11.477
SYNTHETIC,103,5,"Assembly electricity [SYNTHETIC]",25.5,"kWh factory electricity",445,CITED,11.348
SYNTHETIC,103,6,"Packaging (cardboard) [SYNTHETIC]",0.89,"kg packaging material",1199.73,CITED,1.068
SYNTHETIC,103,7,"International shipping (sea, container) [SYNTHETIC]",66.2,"tonne-km",16.12,CITED,1.067
SYNTHETIC,103,8,"Use-phase electricity [SYNTHETIC]",201,"kWh lifetime electricity",445,CITED,89.445
SYNTHETIC,103,9,"Repair (replacement battery) [SYNTHETIC]",0.0661,"kWh replacement-battery capacity",74000,CITED,4.891
SYNTHETIC,103,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.29,"kg mass processed",-1170.4,CITED,-2.68
SYNTHETIC,104,1,"Aluminium casing [SYNTHETIC]",1.168,"kg aluminium",14800,CITED,17.286
SYNTHETIC,104,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.384,"kg populated board",185714,DERIVED_FROM_CITED,71.314
SYNTHETIC,104,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0612,"kWh cell capacity",74000,CITED,4.529
SYNTHETIC,104,4,"Screen (LCD module) [SYNTHETIC]",0.0553,"m2 panel area",222000,CITED,12.277
SYNTHETIC,104,5,"Assembly electricity [SYNTHETIC]",32.1,"kWh factory electricity",445,CITED,14.284
SYNTHETIC,104,6,"Packaging (cardboard) [SYNTHETIC]",0.81,"kg packaging material",1199.73,CITED,0.972
SYNTHETIC,104,7,"International shipping (sea, container) [SYNTHETIC]",79.4,"tonne-km",16.12,CITED,1.28
SYNTHETIC,104,8,"Use-phase electricity [SYNTHETIC]",167,"kWh lifetime electricity",445,CITED,74.315
SYNTHETIC,104,9,"Repair (replacement battery) [SYNTHETIC]",0.0614,"kWh replacement-battery capacity",74000,CITED,4.544
SYNTHETIC,104,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.87,"kg mass processed",-1170.4,CITED,-2.189
SYNTHETIC,105,1,"Aluminium casing [SYNTHETIC]",0.959,"kg aluminium",14800,CITED,14.193
SYNTHETIC,105,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.328,"kg populated board",185714,DERIVED_FROM_CITED,60.914
SYNTHETIC,105,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0544,"kWh cell capacity",74000,CITED,4.026
SYNTHETIC,105,4,"Screen (LCD module) [SYNTHETIC]",0.0603,"m2 panel area",222000,CITED,13.387
SYNTHETIC,105,5,"Assembly electricity [SYNTHETIC]",27,"kWh factory electricity",445,CITED,12.015
SYNTHETIC,105,6,"Packaging (cardboard) [SYNTHETIC]",1.13,"kg packaging material",1199.73,CITED,1.356
SYNTHETIC,105,7,"International shipping (sea, container) [SYNTHETIC]",85.9,"tonne-km",16.12,CITED,1.385
SYNTHETIC,105,8,"Use-phase electricity [SYNTHETIC]",168,"kWh lifetime electricity",445,CITED,74.76
SYNTHETIC,105,9,"Repair (replacement battery) [SYNTHETIC]",0.0523,"kWh replacement-battery capacity",74000,CITED,3.87
SYNTHETIC,105,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.85,"kg mass processed",-1170.4,CITED,-2.165
SYNTHETIC,106,1,"Aluminium casing [SYNTHETIC]",1.001,"kg aluminium",14800,CITED,14.815
SYNTHETIC,106,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.355,"kg populated board",185714,DERIVED_FROM_CITED,65.928
SYNTHETIC,106,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0683,"kWh cell capacity",74000,CITED,5.054
SYNTHETIC,106,4,"Screen (LCD module) [SYNTHETIC]",0.0654,"m2 panel area",222000,CITED,14.519
SYNTHETIC,106,5,"Assembly electricity [SYNTHETIC]",27.7,"kWh factory electricity",445,CITED,12.326
SYNTHETIC,106,6,"Packaging (cardboard) [SYNTHETIC]",1.18,"kg packaging material",1199.73,CITED,1.416
SYNTHETIC,106,7,"International shipping (sea, container) [SYNTHETIC]",69.3,"tonne-km",16.12,CITED,1.117
SYNTHETIC,106,8,"Use-phase electricity [SYNTHETIC]",228,"kWh lifetime electricity",445,CITED,101.46
SYNTHETIC,106,9,"Repair (replacement battery) [SYNTHETIC]",0.0738,"kWh replacement-battery capacity",74000,CITED,5.461
SYNTHETIC,106,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.05,"kg mass processed",-1170.4,CITED,-2.399
SYNTHETIC,107,1,"Aluminium casing [SYNTHETIC]",0.971,"kg aluminium",14800,CITED,14.371
SYNTHETIC,107,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.313,"kg populated board",185714,DERIVED_FROM_CITED,58.128
SYNTHETIC,107,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0554,"kWh cell capacity",74000,CITED,4.1
SYNTHETIC,107,4,"Screen (LCD module) [SYNTHETIC]",0.0522,"m2 panel area",222000,CITED,11.588
SYNTHETIC,107,5,"Assembly electricity [SYNTHETIC]",22.8,"kWh factory electricity",445,CITED,10.146
SYNTHETIC,107,6,"Packaging (cardboard) [SYNTHETIC]",0.83,"kg packaging material",1199.73,CITED,0.996
